Countries and Areas,Under 5 Mortality Rank,Under5 mortality rate  1990,Under5 mortality rate 2016,Under5 mortality rate by sex 2016 male,Under5 mortality rate by sex 2016 female,Infant mortality rate (under 1) 1990,Infant mortality rate (under 1) 2016,Neonatal  mortality rate 2016,Total population (thousands) 2016,Annual number of births (thousands) 2016,Annual number of under5 deaths (thousands) 2016,Life expectancy at birth (years) 2016,Total adult literacy rate  (%) 2011−2016*,Primary school net enrolment ratio (%) 2011−2016*,Low birthweight     (%) U 2011-2016*,Early initiation of breastfeeding (%) 2011-2016*,Exclusive breastfeeding 6 months  (%) 2011-2016*,"Introduction to solid, semi-solid or soft foods 6-8 months (%) 2011-2016*",Minimum acceptable diet 6-23 months (%) 2011-2016*,Breastfeeding at age 2 (%) 2011-2016*,Stunting (%) moderate & severe 2011-2016*,Overweight (%) moderate & severe2011-2016*,Wasting (%) moderate & severe 2011-2016*,Wasting (%) severe 2011-2016*,"Vitamin A supplementation, full coverageΔ (%) 2015",Households consuming salt with iodine (%) 20112016*,Life expectancy: females as a % of males,Adult literacy rate: females as a % of males,"Enrolment ratios: 
females as a % of males Primary GER","Enrolment ratios: 
females as a % of males Secondary GER",Survival rate to the last grade of primary: females as a % of males, Demand for family planning satisfied with modern methods (%) ,Antenatal care (%) At least one visit,Antenatal care (%) At least four visits,Delivery care (%) Skilled birth attendant,Delivery care (%) Institutional delivery,Delivery care (%) Csection,Postnatal health check (%)+ For newborns,Postnatal health check (%)+For mothers,Maternal mortality ratio† Reported,Maternal mortality ratio† Adjusted,Lifetime risk of maternal death (1 in:),Use of basic drinking water services (%) total,Use of basic drinking water services (%) urban,Use of basic drinking water services (%)rural,Use of basic sanitation services (%) total,Use of basic sanitation services (%)urban,Use of basic sanitation services (%) rural,BCG,DTP1β,DTP3β,polio3,MCV1,MCV2^,HepB3,Hib3,rota,PCV3,Protection at birth (PAB) against tetanusλ ,Care seeking for children with symptoms of pneumonia                (%),Treatment with oral rehydration salts (ORS) (%),Care seeking for children with fever           (%),Children sleeping under ITNs             (%),Households with at least one ITN        (%),"HIV incidence per 1,000 uninfected population All ages","HIV incidence per 1,000 uninfected population children <5","HIV incidence per 1,000 uninfected population adolescents 1519",People living with HIV All ages,People living with HIV children <15,People living with HIV adolescents 1019,New HIV infections All ages,New HIV infections children <5,New HIV infections adolescents 1519,AIDSrelated deaths All ages,AIDSrelated deaths children <15,AIDSrelated deaths adolescents 1019,"Pregnant women reciving ARVs for PMTCT (%)
2016*",People living with HIV receiving antiretroviral therapy (ART) (%) All ages,People living with HIV receiving antiretroviral therapy (ART) (%) children <15,People living with HIV receiving antiretroviral therapy (ART) (%) adolescents 1019,Condom use among adolescents with multiple partners (%) male,Unnamed: 82,Condom use among adolescents with multiple partners (%) female,Unnamed: 84,Youth (1524 years) literacy rate (%) male,Youth (1524 years) literacy rate (%) female,Number per 100 population  mobile phones,Number per 100 population  internet users,Pre-primary school participation (%) male,Pre-primary school participation (%) female,Primary school participation Gross enrollment ratio (%) male,Primary school participation Gross enrollment ratio (%) female,Primary school participation Net enrollment ratio (%) male,Primary school participation Net enrollment ratio (%) female,Primary school participation Net attendance ratio (%) male,Primary school participation Net attendance ratio (%) female,Survival rate to last primary grade (%) male,Survival rate to last primary grade (%)  female,Lower secondary school participation Net enrollment ratio (%) male,Lower secondary school participation Net enrollment ratio (%) female,Lower secondary school participation Net attendance ratio (%) male,Lower secondary school participation Net attendance ratio (%) female,Population (thousands) total,Population (thousands) under 18,Population (thousands) under 5,Population annual growth rate (%) 1990-2016,Population annual growth rate (%) 2016-2030α,Crude death rate 1970,Crude death rate 1990,Crude death rate 2016,Crude birth rate 1970,Crude birth rate 1990,Crude birth rate 2016,Life expectancy 1970,Life expectancy 1990,Life expectancy 2016,Total fertility rate 2016,Urbanized population (%) 2016,Average annual growth rate of urban population (%) 1990-2016,Average annual growth rate of urban population (%) 2016-2030α,Child labour (%)+  total,Child labour (%)+  male,Child labour (%)+ female,Child marriage (%) married by 15,Child marriage (%) married by 18,Birth registration (%),Female genital mutilation/cutting (%) prevalence women,Female genital mutilation/cutting (%) prevalence girls,Female genital mutilation/cutting (%) support for the practice,Justification of wife-beating (%) male,Justification of wife-beating (%) female,Violent discipline (%) total,Violent discipline (%) male,Violent discipline (%) female,Adolescent population Aged 10-19 (thousands),Adolescent population Proportion of total population (%),Adolescents currently married/ in union male,Adolescents currently married/ in union female,Births by age 18 (%),Adolescent birth rate,Justification of wife-beating among adolescents  male,Justification of wife-beating among adolescents female,Use of mass media among adolescents (%) male,Use of mass media among adolescents (%) female,Lower secondary school gross enrolment ratio,Upper secondary school gross enrolment ratio,Comprehensive knowledge of HIV among adolescents (%) male,Comprehensive knowledge of HIV among adolescents (%) female,Birth registration (%) Urban,Birth registration (%) Rural,Birth registration (%) Ratio of urban to rural,Skilled birth attendant (%) Urban,Skilled birth attendant (%)  Rural,Skilled birth attendant (%) Ratio of urban to rural,Stunting prevalence in children under 5 (moderate & severe) Urban,Stunting prevalence in children under 5 (moderate & severe) Rural,Stunting prevalence in children under 5 (moderate & severe) Ratio of rural to urban,Oral rehydration salts (ORS) treatment for children with diarrhoea (%) Urban,Oral rehydration salts (ORS) treatment for children with diarrhoea (%) Rural,Oral rehydration salts (ORS) treatment for children with diarrhoea (%) Ratio of urban to rural,Primary school net attendance ratio Urban,Primary school net attendance ratio Rural,Primary school net attendance ratio Ratio of urban to rural,"Comprehensive knowledge of HIV/AIDS (%)
Females 15-24 Urban","Comprehensive knowledge of HIV/AIDS (%)
Females 15-24 Rural","Comprehensive knowledge of HIV/AIDS (%)
Females 15-24 Ratio of urban to rural",Use of basic sanitation services (%)  Urban,Use of basic sanitation services (%)  Rural,Use of basic sanitation services (%) Ratio of urban to rural,Birth registration (%) poorest 20%,Unnamed: 171,Birth registration (%) richest 20%,Unnamed: 173,Birth registration (%) Ratio of richest to poorest,Unnamed: 175,Skilled birth attendant (%) poorest 20%,Unnamed: 177,Skilled birth attendant (%) richest 20%,Unnamed: 179,Skilled birth attendant (%) Ratio of richest to poorest,Unnamed: 181,Stunting prevalence in children under 5 (moderate & severe) poorest 20%,Unnamed: 183,Stunting prevalence in children under 5 (moderate & severe) richest 20%,Unnamed: 185,Stunting prevalence in children under 5 (moderate & severe) Ratio of poorest to richest,Unnamed: 187,Oral rehydration salts (ORS) treatment for children with diarrhoea (%) poorest 20%,Unnamed: 189,Oral rehydration salts (ORS) treatment for children with diarrhoea (%) richest 20%,Unnamed: 191,Oral rehydration salts (ORS) treatment for children with diarrhoea (%) Ratio of richest to poorest,Unnamed: 193,Primary school net attendance ratio poorest 20%,Unnamed: 195,Primary school net attendance ratio richest 20%,Unnamed: 197,Primary school net attendance ratio Ratio of richest to poorest,Unnamed: 199,"Comprehensive knowledge of HIV/AIDS (%)
Females 15-24 poorest 20%",Unnamed: 201,"Comprehensive knowledge of HIV/AIDS (%)
Females 15-24 richest 20%",Unnamed: 203,"Comprehensive knowledge of HIV/AIDS (%)
Females 15-24 Ratio of richest to poorest",Unnamed: 205,"Comprehensive knowledge of HIV/AIDS (%)
Males 15-24 poorest 20%",Unnamed: 207,"Comprehensive knowledge of HIV/AIDS (%)
Males 15-24 richest 20%",Unnamed: 209,"Comprehensive knowledge of HIV/AIDS (%)
Males 15-24 Ratio of richest to poorest",Unnamed: 211,Attendance in early childhood education total,Attendance in early childhood education male,Attendance in early childhood education female,Attendance in early childhood education poorest 20%,Attendance in early childhood education richest 20%,Adult support for learning total,Adult support for learning male,Adult support for learning female,Adult support for learning poorest 20%,Adult support for learning richest 20%,"Father's support for learning++
20052016*",Learning materials at home (books) total,Learning materials at home (books) poorest 20%,Learning materials at home (books) richest 20%,Learning materials at home (playthings) total,Learning materials at home (playthings) poorest 20%,Learning materials at home (playthings) richest 20%,Children with inadequate supervision total,Children with inadequate supervision male,Children with inadequate supervision female,Children with inadequate supervision poorest 20%,Children with inadequate supervision richest 20%
Gambia,29,168,65,70,61,82,42,28,2038.501,79.207,5,61.193,41.95005,74.78043,10.2,51.5,46.8,46.8,8.3,42.2,25,3.2,11.1,4.3,27,69,104.475735479004,65.299,104.835421127964,,105.57595177179,23.9,86.2,77.6,57.2,62.6,2,5.7,75.6,430,706,24,80.0585980182389,88.1428404734084,68.1164768805391,41.6937609285644,45.9866698280952,35.3522343853414,98,99,95,95,97,79,95,95,95,95,92,68,59.2,64.6,47.2,68.9,0.65106,0.47406,0.22829,20000,1600,1000,1300,200,100,1100,200,100,69,30,33,,,,,,65.97576,56.12098,139.628726217933,18.5,37.04877,38.87819,90.127,94.48502,71.33095,78.28581,64.5,65.9,72.98467,77.05426,35.20168,40.82924,32.2,31.8,2038.501,1065.411,360.481,3.07335361880798,2.76157045325155,26.18,14.34,8.063,50.313,47.468,39.482,37.824,52.176,61.193,5.425,60.224,4.80182613859751,3.56522034841561,19.2,20.9,17.5,9.3,30.4,72,74.9,56.1,65,33,58.4,90.3,89.6,91,466.853,22.901779297631,0.3,23.8,19.4,88,41.9,58.3,82.2,69.7,64.41772,,26.5,21.9,71.7,72.2,0.993074792243767,75.3,40.6,1.85467980295566,19.2,28.5,1.484375,61.5,56.8,1.08274647887324,73.6,58.4,1.26027397260274,32.1,17.6,1.82386363636364,45.9866698280952,35.3522343853414,1.30081367211016,68.5,,74.8,,1.09197080291971,,45.5,,82.2,,1.80659340659341,,29.5,,15.2,,1.94078947368421,,55.8,,57.9,,1.03763440860215,,59.7,y,79.9,y,1.33835845896147,y,19.7,x,47.7,x,2.42131979695431,x,,,,,,,18.1,17.2,19.1,12.2,31.8,48.3,49.2,47.4,50.1,55.1,21.3,1.2,0.1,4.3,42,28,49.5,20.6,22.3,18.8,25.3,17.7
Guyana,66,60,32,37,28,46,27,20,773.303,15.916,1,66.65,85.63973,81.36664,14.3,49.2,23.3,80.9,40,40.9,12,5.3,6.4,1.7,,43,107.159299468069,98.517,96.5484404887469,99.208,105.478210612005,52.5,90.7,86.7,85.7,92.7,16.9,95.4,93,86.2,229,170,95.0713229920073,100,93.1016319677626,86.164053044025,89.1727488484433,84.9616611828754,95,97,97,94,99,94,97,97,96,92,99,83.6,42.5,70.7,7.4,5.3,0.7676,0.32285,1.61841,8500,500,1000,1000,100,200,200,100,100,66,58,69,,82.6,,,,96.33186,97.03701,66.4284772349978,35.66,95.35493,93.30561,86.9407,83.93989,82.79584,79.94112,96.9,97.1,89.7983,94.71764,77.31278,74.85632,91.5,94.8,773.303,277.091,76.414,0.152150427926147,0.462075834498676,8.774,8.29,8.21,36.051,28.243,20.576,61.789,63.29,66.65,2.51,28.661,0.310980918475801,1.10276540779337,18.3,19.7,17,3.6,30.2,88.7,,,,9.6,10.2,69.7,74.1,65.1,164.654,21.2923006893805,13.4,13.3,15.8,97,14.1,10.1,95.2,95.8,93.02862,83.2775,33.2,47.6,90.5,88.2,1.02607709750567,98.6,81.6,1.20833333333333,9.8,12.8,1.30612244897959,,,,95.9,97.4,0.984599589322382,63.7,47.1,1.35244161358811,89.1727488484433,84.9616611828754,1.04956456367424,84.2,,94.8,,1.12589073634204,,70.4,,96.3,,1.36789772727273,,21,,7.2,,2.91666666666667,,,,,,,,95.7,,97.4,,1.01776384535005,,40,,61.9,,1.5475,,28,,55.7,,1.98928571428571,,61,63,58.7,44.9,76.2,87.2,85,89.8,81.6,94.2,15.9,47.3,24.6,75.7,68.5,64.7,69.7,5,4.8,5.2,10,1
Honduras,92,58,19,21,17,45,16,10,9112.867,197.819,4,73.575,88.98748,93.03652,9.9,63.8,31.2,69.9,54.2,43.3,22.7,5.2,1.4,0.3,,,107.163121568406,99.872,98.9712762188776,118.881,110.174099573332,76,96.6,88.9,82.8,82.7,18.6,81.3,84.9,73,129,300,92.1787210188606,98.6733970403776,84.3268628642853,79.7764469724492,83.665626628907,75.0745516201643,99,99,97,97,88,0,97,97,97,97,94,63.9,59.7,61.7,,,0.11449,0.05202,0.20978,21000,1000,1300,1000,100,200,1000,100,100,54,51,69,60.2616119184077,72.6,,38.9,,94.94519,97.24561,91.2196773958377,30,45.08526,46.86396,111.27574,110.13102,92.31337,93.78641,94.8,92,74.43499,82.00808,43.45326,50.3514,48.1,56.9,9112.867,3541.333,951.241,2.34316926738171,1.43938943094532,14.945,6.686,4.804,47.73,38.596,21.715,52.523,66.725,73.575,2.462,55.315,3.3575581115704,2.52382151804399,14.1,20.7,7.5,7.6,33.6,93.6,,,,9.9,12.4,,,,1989.501,21.8317791755328,5.3,22.6,22.2,99,17.7,15.2,98.4,93.8,74.0997,65.84053,32.6,29.2,94.6,92.7,1.02049622437972,94.3,72.9,1.29355281207133,14.8,28.9,1.9527027027027,58.7,60.5,0.970247933884298,91.8,91.6,1.00218340611354,42.1,22.6,1.86283185840708,83.665626628907,75.0745516201643,1.11443391699772,91.6,,95.2,,1.03930131004367,,57.6,,98.3,,1.70659722222222,,42.1,,8,,5.2625,,62.7,,51.8,,0.82615629984051,,,,,,,,12.7,x,43.7,x,3.44094488188976,,,,,,,,18.9,17,21,12.8,28.2,47.8,47.1,48.5,27.8,74.6,59.2,11.3,1.1,34,77.9,73.9,80.7,4.4,4.5,4.2,8.1,1.5
Lao People's Democratic Republic,31,162,64,70,58,111,49,29,6758.353,162.586,10,66.683,58.28794,92.71189,14.8,39.1,40.4,52.3,,40,43.8,2,6.4,1.9,88,79.5,104.675493009906,73.818,96.040377819465,92.518,104.073862751949,61.3,54.2,36.9,40.1,37.5,3.7,40.6,39.5,210,197,150,80.4473555098206,91.7256232090772,73.3529198251515,72.5942868258935,93.1250470973387,59.6797008108153,78,85,82,83,76,0,82,82,0,78,90,54.4,42.3,,43.2,50.2,0.10227,0.09527,0.09977,11000,1000,500,1000,100,100,500,100,100,50,41,34,,,,,,77.27267,67.05378,55.3931694664274,21.87,34.62687,36.10337,113.54947,109.05334,93.253,92.14898,85.2,84.7,77.22106,80.36694,55.02176,56.98557,39.6,43.6,6758.353,2674.184,765.61,1.77641850317132,1.24807941358608,18.282,13.682,6.663,43.028,42.898,23.85,46.273,53.589,66.683,2.698,39.654,5.63226005746211,3.27053411999889,10.1,9,11.2,8.9,35.4,74.8,,,,49.1,58.2,75.7,77.1,74.3,1432.128,21.1904882742881,9,24.7,18.2,94,50.3,56.4,92,93.2,75.99086,43.27577,24.6,23.3,87.8,71.3,1.23141654978962,78.8,29,2.71724137931034,27.4,48.6,1.77372262773723,64.6,39.5,1.63544303797468,94.9,82.7,1.14752116082225,38.7,17.9,2.16201117318436,93.1250470973387,59.6797008108153,1.56041410784791,65.9,,92.8,,1.4081942336874,,10.6,,89.7,,8.4622641509434,,60.6,,19.7,,3.0761421319797,,35,,69.3,,1.98,,70.8,,97.3,,1.37429378531073,,6.2,,40.5,,6.53225806451613,,11.7,,42.5,,3.63247863247863,,23,20.9,25.3,5.3,73,57.4,57.5,57.4,41.9,87.2,51.5,5,0.5,24.3,40.9,29.2,50.1,14,15,13,19.7,8.3
Lebanon,142,33,8,8,8,27,7,5,6006.668,85.906,1,79.584,91.18419,81.77372,11.5,41.3,26.6,,,10.6,16.5,16.7,6.6,2.9,,95,104.507121921119,93.439,91.4391197013768,99.18,107.892135488154,,95.6,,98.2,99.9,,,,,15,3700,92.2581923899159,,,95.3593653846154,,,,84,81,75,79,75,81,81,0,0,,73.6,44.4,,,,0.02394,0.02264,0.04944,2200,,,200,,100,100,,,,51,,,,,,,99.16173,99.33674,96.3708329334741,76.11,79.90426,75.26342,96.58995,88.321,84.68783,78.9177,98.3,98.4,86.9183,93.77801,67.36112,66.63709,,,6006.668,1742.567,483.217,3.07116153408453,-0.802167079490646,8.092,6.826,4.62,32.323,24.621,15.47,66.067,70.222,79.584,1.719,87.914,2.63834645200638,0.27145640586346,1.9,2.7,0.9,1.2,6.1,99.5,,,,,9.7,81.9,82.1,81.7,1061.058,17.6646686648904,,2.6,,18,,22.2,,,67.58965,55.17979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.7,63.2,60.4,,,55.8,57.8,53.9,,,73.8,28.5,,,15.7,,,8.6,7.5,9.7,,
Lesotho,8,91,94,101,86,73,72,39,2203.821,61.253,6,54.174,76.6352,80.16474,10.7,65.3,66.9,83,11.3,29.5,33.2,7.4,2.8,0.6,,85,109.18009127433,125.37,97.249859786876,135.846,128.895211062006,76.1,95.2,74.4,77.9,76.5,9.7,18.4,62,1000,487,61,71.5928717462891,87.3532660141391,65.6710154805572,43.7911060817367,45.7412187094239,43.0583651054078,98,98,93,90,90,82,93,93,0,93,85,63.1,53.4,61,,,12.6807,7.57495,13.7315,330000,,,21000,,2900,9900,,,66,53,,,79.7,,57.9,,79.60804,93.96988,106.574927045106,27.36,33.32074,34.59259,106.98,104.0379,78.82429,81.526,90,93.8,57.02329,73.50029,21.88954,38.56724,19.7,36.7,2203.821,932,285.92,1.22204160265705,1.20267488697793,17.411,10.464,12.702,42.756,35.42,27.872,49.037,59.206,54.174,3.094,27.84,3.7811821503473,2.625544089759,22.9,25,20.7,1,17.3,43.3,,,,39.6,33.3,,,,494.58,22.4419315361819,1,17.7,13.9,94,48.9,48,60.3,65.5,63.17297,40.02501,29.7,34.8,53.9,40.1,1.34413965087282,89.7,73.1,1.22708618331053,27.3,35.1,1.28571428571429,52.6,53.6,0.98134328358209,94,91.4,1.02844638949672,43.8,34.5,1.2695652173913,45.7412187094239,43.0583651054078,1.06230737273578,34.2,,62.8,,1.83625730994152,,60.1,,94,,1.56405990016639,,45.6,,13.4,,3.40298507462687,,,,,,,,87.9,,94.8,,1.07849829351536,,26.4,,47.6,,1.8030303030303,,18.7,,35.6,,1.90374331550802,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,50,160,46,51,42,97,34,19,24894.551,811.519,37,65.932,71.57262,77.07133,16,65.8,41.9,89.7,,83.1,49.2,6.2,15.2,5.6,97,68.4,104.826487086139,91.009,99.9714536268499,98.072,105.316379510734,49.6,82.1,51.1,44.3,37.9,1.9,12.9,46.3,480,353,60,50.6213902002365,82.0692124750078,33.6096666320749,9.69366814011379,16.1896968403951,6.17963643469156,70,84,77,75,58,0,77,77,78,76,78,40.5,14.6,46.2,73.4,79.5,0.1783,0.09471,0.36625,31000,1900,3200,4300,500,1000,1600,500,100,3,5,2,52.0370228572232,5.2,,5.5,,78.41248,75.30385,41.7884230604426,4.713662899498,17.40346,18.73145,148.91559,148.87308,,,68.1,70.8,41.47108,43.67584,27.50456,31.01046,21.8,25.4,24894.551,11987.506,3768.588,2.93754499169563,2.55335962741164,20.646,15.153,6.328,48.047,44.339,33.145,44.771,51.003,65.932,4.184,35.741,4.56025915763729,4.16545749352044,22.9,23.2,22.6,12.4,41.2,83,,,,46.3,45.2,,,,5739.998,23.0572465436312,7.1,28.4,35.8,147,44.2,47.1,62.2,59.4,50.0418,21.5842,24,20.9,97.4,80.9,1.20395550061805,77.8,39.3,1.97964376590331,43.2,49.9,1.15509259259259,15.7,14.4,1.09027777777778,85.6,66.1,1.29500756429652,44.3,17.5,2.53142857142857,16.1896968403951,6.17963643469156,2.619846169187,72.1,,94.4,,1.30929264909847,,27,,72.9,,2.7,,47.6,x,43.6,x,1.09174311926606,x,10.5,,16.8,,1.6,,54.1,y,82.2,y,1.51940850277264,y,9.9,,40.3,,4.07070707070707,,12.9,,41.4,,3.2093023255814,,,,,,,,,,,,,,,,,,,,,,,
Maldives,133,94,9,9,8,68,7,5,427.756,7.818,0,77.339,98.61012,94.79558,11,64.3,47.8,90.9472703384647,,68.4,20.3,6.5,10.2,2.6,79,,102.718398129048,100.174,,,105.811045561523,42.7,99.1,85.1,95.5,95.1,32.4,0.7,70.4,110,68,600,97.8819798492644,95.7075102100853,99.7,95.8688180633174,92.9442047360026,98.3140147523709,99,99,99,99,99,99,99,99,0,0,99,22,57,84.4,,,,,,,,,,,,,,,,,,,,,,,99.08133,99.43955,222.985280348813,59.0925899654109,101.31165,101.6954,97.27023,,93.70456,95.94812,93.5,95,79.82591,84.46463,70.4067,67.24337,64.1,77.5,427.756,117.366,39.064,2.50160579618718,1.28081821257217,21.194,8.761,3.339,50.32,41.063,18.27,44.241,61.399,77.339,2.093,46.54,4.27492038498768,2.63005377784926,,,,0.3,3.9,92.5,,,,14.3,30.8,,,,58.625,13.7052431760162,,5.2,1.4,13.9,,40.7,,100,97.25526,,,21.5,92.6,92.4,1.0021645021645,99,93.1,1.06337271750806,16.3,21.9,1.34355828220859,,,,94.2,94.2,1,43.4,31.8,1.36477987421384,92.9442047360026,98.3140147523709,0.945381032095031,91.9,x,93.8,x,1.02067464635473,x,88.6,x,99.2,x,1.1196388261851,x,21.9,x,15.7,x,1.39490445859873,x,,,,,,,93.6,,93.5,,0.998931623931624,,23.4,x,47.8,x,2.04273504273504,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,51,71,45,49,41,48,32,18,2479.713,71.684,3,64.388,88.27463,89.7437,16,71.2,48.5,80,12.5,21,23.1,4.1,7.1,2.8,,74,109.443732123484,99.233,96.669255405242,,103.595672308834,75.1,96.6,62.5,88.2,87.4,14.4,19.9,69,390,265,100,78.7872085987443,96.6740702572205,63.1403963568152,33.8367672410459,54.8733738098117,15.4346663318107,94,98,92,92,85,0,92,92,86,81,88,68,71.6,63.3,5.6,24.4,4.36909,1.31692,5.31021,230000,15000,13000,9600,500,1300,4300,500,500,95,64,66,,75.1,,61.4,,93.45852,95.34632,109.189536001603,31.0333459383454,21.06562,21.81654,113.3113,109.53719,88.49252,91.00004,91.5070271407576,93.0565783492225,88.97585,92.17513,40.56321,55.14629,53.5,67.4,2479.713,1075.703,344.117,2.15858072352345,1.92268273948693,14.725,8.752,7.23,43.372,38.175,29.181,52.338,61.539,64.388,3.415,47.625,4.17865277870618,3.09650495710155,,,,1.6,6.9,87.1,,,,21.9,28.2,,,,538.937,21.7338458119952,0.7,5.4,14.9,78,29.5,28.3,65.2,69.4,91.98586,,51.4,55.9,88.9,86,1.03372093023256,94.9,81.7,1.16156670746634,15.8,27.3,1.72784810126582,75.4,69,1.09275362318841,94.6120205061427,90.8774084024459,1.04109505507858,67.3,54.9,1.22586520947177,54.8733738098117,15.4346663318107,3.55520311422076,83.1,y,93.3,y,1.12274368231047,y,72.7,,98.3,,1.35213204951857,,31.3,,8.7,,3.59770114942529,,64.2,,69.7,,1.08566978193146,,88.0255138250367,,96.6351503632858,,1.09780842126479,,61.3,x,69.3,x,1.1305057096248,x,54.8,x,67.4,x,1.22992700729927,x,,,,,,,,,,,,,,,,,,,,,,
Niger,11,329,91,95,87,133,51,26,20672.987,967.162,86,60.058,15.4567,62.40561,27,52.9,23.3,,5.6,50.1,42.2,3,10.3,1.9,99,59.4,103.368700716998,38.455,85.7517000150405,71.129,103.587033151933,35.3,82.8,38,39.7,58.8,1.4,13,36.9,520,553,23,45.8353779797068,88.5559885502172,35.9884212783385,12.9373277283546,43.5698727347916,5.87662938385762,77,87,67,67,74,37,67,67,61,64,85,59.3,40.8,51,20,61,0.08824,0.12539,0.18275,48000,5800,4400,1800,1000,500,3400,500,500,52,32,17,13.7729189980201,,,,,34.53362,15.05777,48.8747818205979,4.32275803028068,7.14773,7.59307,77.92284,66.82016,67.10965,57.47978,54.7,46,63.39027,65.6641,22.97116,16.44946,21.4,16.8,20672.987,11752.17,4217.879,3.6453076783438,3.75954000587147,28.441,22.987,9.7,56.951,55.565,48.136,35.884,43.54,60.058,7.239,19.01,4.46853359291197,5.7127309956583,30.5,30.8,30.1,28,76.3,63.9,2,1.8,5.6,26.8,59.6,81.6,82,81.3,4703.69,22.7528319927836,2.6,61,48.2,210,41.4,53.5,34.6,43.9,27.17569,10.3627,21.3,12.3,91.7,59.7,1.53601340033501,82.5,32.1,2.57009345794392,33.8,45,1.33136094674556,47.1,43.8,1.07534246575342,83,44.8,1.85267857142857,31.3,9.4,3.32978723404255,43.5698727347916,5.87662938385762,7.41409231190803,49.9,,89.3,,1.78957915831663,,11.8,,71,,6.01694915254237,,46.9,,34.5,,1.35942028985507,,34.1,,49.3,,1.44574780058651,,34.5,,80.9,,2.34492753623188,,6.1,,30.2,,4.95081967213115,,5.8,,41.7,,7.18965517241379,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,88,47,20,22,18,37,17,11,6725.308,140.475,3,73.12,95.0727,88.54507,6.3,47.1,24.4,,,14.3,10.9,11.7,2.6,0.4,,93.4,106.071156719574,98.431,96.8742945004715,106.561,104.130286440121,84.1,96.3,83.3,95.8,97,48.7,,,81.8,132,270,98.8853415706399,99.2054134037485,98.4118599919653,91.2222248232763,98.3204381451308,80.7218530262375,99,99,93,89,99,92,93,93,92,99,85,,,,,,0.19637,0.0451,0.37677,19000,500,1000,1300,100,500,1000,100,100,71,35,55,25.1119430795957,,,50,,98.04035,98.6213,104.773062954148,51.3498743564467,37.64844,37.78328,107.6365,104.2721,88.75633,88.32565,90.4,91.3,82.5059,85.91363,57.68718,63.39559,,,6725.308,2404.282,671.653,1.79817936414519,1.09990303800555,7.307,6.429,5.729,37.309,33.579,20.947,65.486,68.014,73.12,2.48,59.924,2.79822330780254,1.89771372536626,27.6,31.8,23.5,2,17.9,84.5,,,,,,,,,1341.978,19.9541493118233,,10.7,,63,,,,,84.21065,68.88447,,,87.4,80.4,1.08706467661692,93.8,78.7,1.19186785260483,11.7,9.9,0.846153846153846,,,,91.5,90.1,1.01553829078801,,,,98.3204381451308,80.7218530262375,1.21801512798738,67.2,y,88.7,y,1.31994047619048,y,,,,,,,28.2,,12.6,,2.23809523809524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,57,151,39,42,35,93,29,17,11917.508,370.081,14,67.129,68.33103,95.09565,7.1,81,87.3,57,18.6,87.2,36.7,7.7,1.7,0.7,96,91,106.557097713613,89.26,101.29001042991,108.584,118.158313299022,65.9,99,43.9,90.7,90.7,13,19.2,43,210,290,85,56.710107974238,76.9532142911966,48.5174920350072,62.347825035946,57.2728289960616,64.4017337986075,99,99,98,99,95,90,98,98,98,98,90,53.9,27.5,56.7,67.7,80.6,0.70368,0.50462,0.85096,220000,16000,16000,7500,1000,1000,3300,1000,500,82,80,55,,,,,,81.12005,83.48739,69.9196414961329,20,17.64184,18.32419,131.69816,133.39708,94.0937,96.09184,93.3,95.5,40.95474,48.39143,19.1628,24.12752,25.3,33.9,11917.508,5593.276,1739.765,1.91910741619474,2.11496246622783,20.375,32.44,5.966,49.911,47.243,31.105,44.338,34.217,67.129,3.885,29.775,8.74791712213666,4.74589555821774,28.5,26.7,30.4,0.4,6.8,56,,,,17.9,41.4,,,,2606.628,21.8722571866535,0.2,3.1,6.1,41,24.4,45.1,77.9,70.9,41.70684,31.22294,59.5,61.6,55.4,56.1,0.987522281639929,96.9,89.4,1.08389261744966,27,40,1.48148148148148,33.4,26.5,1.26037735849057,95.9,94.2,1.01804670912951,73.6,62.2,1.18327974276527,57.2728289960616,64.4017337986075,0.889305700606773,43.3,,64.2,,1.48267898383372,,84.2,,97.2,,1.15439429928741,,48.6,,20.9,,2.32535885167464,,21.7,,36.7,,1.69124423963134,,88.3,,97.1,,1.09966024915062,,,,,,,,,,,,,,13.1,11.8,14.4,2.6,44.8,48.5,48.6,48.5,35.6,66.2,2.8,0.9,0.1,3,29.6,21.4,40.9,34.6,34.6,34.6,38,21
